verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-RS-L2-025:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-025:rs-30-traction-battery-control,samawah:SAM-RS-L2-025:qa-12-traction-brake-battery,samawah,SAM-RS-L2-025,line-2 trainset 025,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-024:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-024:rs-40-fitout-static-test,samawah:SAM-RS-L2-024:qa-13-passenger-systems,samawah,SAM-RS-L2-024,line-2 trainset 024,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-023:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-023:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-023:qa-15-first-article-trainset,samawah,SAM-RS-L2-023,line-2 trainset 023,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-028:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-028:rs-10-material-kit,samawah:SAM-RS-L2-028:qa-10-carbody-structure,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-027:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-027:rs-20-carbody-bogie,samawah:SAM-RS-L2-027:qa-11-bogie-wheelset,samawah,SAM-RS-L2-027,line-2 trainset 027,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-026:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-026:rs-30-traction-battery-control,samawah:SAM-RS-L2-026:qa-12-traction-brake-battery,samawah,SAM-RS-L2-026,line-2 trainset 026,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-025:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-025:rs-40-fitout-static-test,samawah:SAM-RS-L2-025:qa-13-passenger-systems,samawah,SAM-RS-L2-025,line-2 trainset 025,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-024:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-024:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-024:qa-15-first-article-trainset,samawah,SAM-RS-L2-024,line-2 trainset 024,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-029:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-029:rs-10-material-kit,samawah:SAM-RS-L2-029:qa-10-carbody-structure,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-028:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-028:rs-20-carbody-bogie,samawah:SAM-RS-L2-028:qa-11-bogie-wheelset,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-027:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-027:rs-30-traction-battery-control,samawah:SAM-RS-L2-027:qa-12-traction-brake-battery,samawah,SAM-RS-L2-027,line-2 trainset 027,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-026:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-026:rs-40-fitout-static-test,samawah:SAM-RS-L2-026:qa-13-passenger-systems,samawah,SAM-RS-L2-026,line-2 trainset 026,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-025:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-025:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-025:qa-15-first-article-trainset,samawah,SAM-RS-L2-025,line-2 trainset 025,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-030:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-030:rs-10-material-kit,samawah:SAM-RS-L2-030:qa-10-carbody-structure,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-029:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-029:rs-20-carbody-bogie,samawah:SAM-RS-L2-029:qa-11-bogie-wheelset,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-028:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-028:rs-30-traction-battery-control,samawah:SAM-RS-L2-028:qa-12-traction-brake-battery,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-027:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-027:rs-40-fitout-static-test,samawah:SAM-RS-L2-027:qa-13-passenger-systems,samawah,SAM-RS-L2-027,line-2 trainset 027,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-026:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-026:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-026:qa-15-first-article-trainset,samawah,SAM-RS-L2-026,line-2 trainset 026,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-031:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-031:rs-10-material-kit,samawah:SAM-RS-L2-031:qa-10-carbody-structure,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-030:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-030:rs-20-carbody-bogie,samawah:SAM-RS-L2-030:qa-11-bogie-wheelset,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-029:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-029:rs-30-traction-battery-control,samawah:SAM-RS-L2-029:qa-12-traction-brake-battery,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-028:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-028:rs-40-fitout-static-test,samawah:SAM-RS-L2-028:qa-13-passenger-systems,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-027:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-027:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-027:qa-15-first-article-trainset,samawah,SAM-RS-L2-027,line-2 trainset 027,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-032:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-032:rs-10-material-kit,samawah:SAM-RS-L2-032:qa-10-carbody-structure,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-031:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-031:rs-20-carbody-bogie,samawah:SAM-RS-L2-031:qa-11-bogie-wheelset,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-030:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-030:rs-30-traction-battery-control,samawah:SAM-RS-L2-030:qa-12-traction-brake-battery,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-029:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-029:rs-40-fitout-static-test,samawah:SAM-RS-L2-029:qa-13-passenger-systems,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-028:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-028:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-028:qa-15-first-article-trainset,samawah,SAM-RS-L2-028,line-2 trainset 028,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-033:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-033:rs-10-material-kit,samawah:SAM-RS-L2-033:qa-10-carbody-structure,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-032:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-032:rs-20-carbody-bogie,samawah:SAM-RS-L2-032:qa-11-bogie-wheelset,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-031:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-031:rs-30-traction-battery-control,samawah:SAM-RS-L2-031:qa-12-traction-brake-battery,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-030:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-030:rs-40-fitout-static-test,samawah:SAM-RS-L2-030:qa-13-passenger-systems,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-029:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-029:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-029:qa-15-first-article-trainset,samawah,SAM-RS-L2-029,line-2 trainset 029,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-034:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-034:rs-10-material-kit,samawah:SAM-RS-L2-034:qa-10-carbody-structure,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-033:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-033:rs-20-carbody-bogie,samawah:SAM-RS-L2-033:qa-11-bogie-wheelset,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-032:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-032:rs-30-traction-battery-control,samawah:SAM-RS-L2-032:qa-12-traction-brake-battery,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-031:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-031:rs-40-fitout-static-test,samawah:SAM-RS-L2-031:qa-13-passenger-systems,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-030:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-030:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-030:qa-15-first-article-trainset,samawah,SAM-RS-L2-030,line-2 trainset 030,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-035:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-035:rs-10-material-kit,samawah:SAM-RS-L2-035:qa-10-carbody-structure,samawah,SAM-RS-L2-035,line-2 trainset 035,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-034:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-034:rs-20-carbody-bogie,samawah:SAM-RS-L2-034:qa-11-bogie-wheelset,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-033:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-033:rs-30-traction-battery-control,samawah:SAM-RS-L2-033:qa-12-traction-brake-battery,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-032:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-032:rs-40-fitout-static-test,samawah:SAM-RS-L2-032:qa-13-passenger-systems,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-031:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-031:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-031:qa-15-first-article-trainset,samawah,SAM-RS-L2-031,line-2 trainset 031,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L2-036:rs-10-material-kit:VERIFY,samawah:SAM-RS-L2-036:rs-10-material-kit,samawah:SAM-RS-L2-036:qa-10-carbody-structure,samawah,SAM-RS-L2-036,line-2 trainset 036,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-035:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-035:rs-20-carbody-bogie,samawah:SAM-RS-L2-035:qa-11-bogie-wheelset,samawah,SAM-RS-L2-035,line-2 trainset 035,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah:SAM-RS-L2-034:qa-12-traction-brake-battery,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah:SAM-RS-L2-033:qa-13-passenger-systems,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning,samawah:SAM-RS-L2-032:qa-15-first-article-trainset,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L3-001:rs-10-material-kit:VERIFY,samawah:SAM-RS-L3-001:rs-10-material-kit,samawah:SAM-RS-L3-001:qa-10-carbody-structure,samawah,SAM-RS-L3-001,line-3 trainset 001,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L2-036:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L2-036:rs-20-carbody-bogie,samawah:SAM-RS-L2-036:qa-11-bogie-wheelset,samawah,SAM-RS-L2-036,line-2 trainset 036,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L2-035:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L2-035:rs-30-traction-battery-control,samawah:SAM-RS-L2-035:qa-12-traction-brake-battery,samawah,SAM-RS-L2-035,line-2 trainset 035,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
