material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-008,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B13,B13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-009,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B14,B14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-010,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B15,B15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-011,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B16,B16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-012,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B17,B17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-013,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B18,B18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-014,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B19,B19,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-015,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B20,B20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-016,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B21,B21,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-017,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B24,B24,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-018,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B25,B25,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-019,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B27,B27,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-020,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B28,B28,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-021,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,T14,T14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-022,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E10,E10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-023,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E11,E11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-024,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E12,E12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-025,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E13,E13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-026,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E14,E14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-027,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E15,E15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-028,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,window,window,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-029,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,hvac-roof,hvac roof,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-030,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,lighting,lighting,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-031,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,pis-screen,pis screen,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-032,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,seat-bench,seat bench,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-033,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,grab-pole,grab pole,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-005:rs-40-fitout-static-test:MAT-034,samawah:SAM-RS-L3-005:rs-40-fitout-static-test,samawah,SAM-RS-L3-005,line-3 trainset 005,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,intercom,intercom,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-004:rs-50-dynamic-commissioning:MAT-001,samawah:SAM-RS-L3-004:rs-50-dynamic-commissioning,samawah,SAM-RS-L3-004,line-3 trainset 004,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:commissioning-tools,rolling stock:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-004:rs-50-dynamic-commissioning:MAT-002,samawah:SAM-RS-L3-004:rs-50-dynamic-commissioning,samawah,SAM-RS-L3-004,line-3 trainset 004,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:test-instrumentation,rolling stock:test instrumentation,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-001,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B1,B1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-002,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B2,B2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-003,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B3,B3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-004,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B4,B4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-005,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B5,B5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-006,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T5,T5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-007,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T6,T6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-008,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T11,T11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-009,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T18,T18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-010,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E1,E1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-011,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E2,E2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-009:rs-10-material-kit:MAT-012,samawah:SAM-RS-L3-009:rs-10-material-kit,samawah,SAM-RS-L3-009,line-3 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E17,E17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-001,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B1,B1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-002,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B2,B2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-003,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B3,B3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-004,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B4,B4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-005,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B5,B5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-006,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B22,B22,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-007,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B23,B23,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-008,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B26,B26,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-009,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B29,B29,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-010,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G1,G1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-011,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G2,G2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-012,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G3,G3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-013,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G4,G4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-014,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G5,G5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-015,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G6,G6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-016,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G7,G7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-017,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G8,G8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-018,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G9,G9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-019,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G10,G10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-020,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G11,G11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-021,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G12,G12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-022,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G13,G13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-023,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G14,G14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-024,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G15,G15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-008:rs-20-carbody-bogie:MAT-025,samawah:SAM-RS-L3-008:rs-20-carbody-bogie,samawah,SAM-RS-L3-008,line-3 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G16,G16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
